from_country,AE,AR,AT,AU,BD,BE,BR,CA,CH,CL,CN,CO,CZ,DE,DK,EE,ES,FI,FR,GB,GH,GR,HK,HR,HU,ID,IE,IL,IN,IR,IT,JP,KE,KR,LA,LK,LV,MM,MX,MY,NL,NO,NP,NZ,PH,PK,PL,PR,PS,PT,RE,RO,RS,RU,SE,SG,SI,SK,TH,TR,TW,US,UY,ZA,ZM
AE,0.03687190800596604,0.019995999599917602,0.06897486788676316,0.32768027770984415,0.08072773005602003,0.29045464981630936,0.13220414365666086,0.21422022220129605,0.12362378411936177,0.08684607072287875,0.43657755324800457,0.07619641986340714,0.2197248279098339,0.33835179266550436,0.040709266758306724,0.04467661580738114,0.22185580902928922,0.16179866995743386,0.3159566653830677,0.37566804016326977,0.06451765339814074,0.1633837091022661,0.09381819866107695,0.061203450883121006,0.03223225713473103,0.12433724301275602,0.04308758986064414,0.059728288105384095,0.22345665440967316,0.07541406765322652,0.2625125056067994,0.9973359514226938,0.11208142754261392,0.20282860153328053,0.06420950396944604,0.038442289213805166,0.042622618408519344,0.017885681423970623,0.1387710575011582,0.10175010761662644,0.1531734167537236,0.0738268677379923,0.026067941997779613,0.13078287349652853,0.14311320134780775,0.029651738566231132,0.10289419614344966,0.04400268628165005,0.10183813823909443,0.03792000000000997,0.07192329247189566,0.06216868665169649,0.06982828939622374,0.06467375356357481,0.16478686234043366,0.18040363521839878,0.05803943142378636,0.03685309213619014,0.2801956395093766,0.10232589310632406,0.3848148599002757,0.5280718602614075,0.04143720067767435,0.15228756876383,0.02682315417694635
AR,0.019995999599917602,0.015491468619859373,0.04953734348952361,0.23389878152739724,0.05906186248333486,0.2053961012288634,0.08525011671542573,0.15465830077943007,0.08289821228474106,0.05414200217945107,0.31134590345782015,0.05469003565552489,0.1571620501266243,0.23855243113412009,0.02448754785601232,0.03223225713472656,0.15622404296397638,0.11066720562119071,0.21832627327012627,0.26895697722869844,0.0446766158073875,0.11251093280213131,0.06405742423798318,0.045994625773035085,0.015490074241266924,0.0868460707228795,0.02365769219514874,0.04748570732338653,0.15888884038843312,0.05321592242929079,0.1892061722037911,0.7067943177474635,0.08023720832634575,0.1403595369043684,0.046425579156339325,0.028272955275322677,0.02965173856623104,0.014140721339446233,0.09701166733957914,0.07475570613675024,0.10871022766971353,0.05265236556891798,0.02097156169672199,0.09191348976072303,0.10000994950499252,0.021903643532532036,0.07382390940613813,0.02931314380955723,0.07501976006355475,0.01843595400298726,0.0539580726119608,0.04167700085179757,0.04893097178675804,0.04599462577303647,0.11541188673613685,0.13218301101123667,0.04095335883661754,0.023231624996965006,0.1971980841692486,0.06882835462219734,0.27216546731731706,0.37442857796930434,0.0322322571347287,0.11014596860530661,0.015490074241268909
AT,0.06897486788676316,0.04953734348952361,0.18341330813229936,0.6934118037644429,0.16509331179670922,0.6245528035320478,0.27071491721004604,0.4539375283009157,0.2606889326380882,0.1752571037076078,0.9360110629687345,0.1603279127288686,0.4725686726816905,0.7169606491291904,0.08741115489458648,0.09051567599035824,0.47524962535496124,0.3425127291065741,0.6621555028842784,0.7985934825680225,0.13542513208408516,0.33632360547552015,0.20148695143865294,0.13336151018935638,0.0635886499306645,0.2590060933645323,0.08431669822753352,0.12719103742009968,0.4785547404426057,0.15820234005851938,0.5631760360668251,2.105967124529878,0.23415419193343096,0.4212926654951912,0.1291785183379651,0.08277916404508558,0.08864482838831843,0.03314800144805972,0.29453079635246554,0.21402728424195802,0.33161073022450605,0.16051168181793093,0.05804174704469566,0.2756451276552215,0.28821466930033307,0.05665361065282062,0.22499119893905056,0.09752377351187154,0.21585819048630794,0.07368981205023306,0.16336516642178442,0.1340320200548449,0.14553871100152657,0.14343060203466693,0.3543287236450665,0.38767579805832686,0.12886849731409067,0.08730544083849187,0.595870936025528,0.2067740012671302,0.8138369446021763,1.127499256053114,0.09413176934493506,0.3262858231672596,0.06104107141916181
AU,0.32768027770984415,0.23389878152739724,0.6934118037644429,4.569263599487403,0.776130562212779,2.905019092811841,1.276454494449409,2.130020697645774,1.2288587225549839,0.8323969435308514,4.412060596818484,0.7655464764470229,2.2523478167455497,3.3964529600746944,0.40086969004913625,0.42921002597806074,2.2218913362265678,1.6146667488986128,3.1178661286849403,3.77470012350655,0.6275505394788276,1.6182666725850723,0.9485807822215913,0.6280109757003348,0.27945804622532355,1.233833663829999,0.397836034567099,0.6104308131149901,2.245801640750265,0.7640975183836088,2.653827973249159,10.033859336386925,1.138781529705873,2.0356805367245534,0.6301060148895186,0.39948807041029777,0.43073935320570916,0.16102891168969452,1.3833927209581713,1.029771830261683,1.5637737942554137,0.7661642058982068,0.285238229555586,1.3195390066232031,1.3743866959483464,0.2824891580219719,1.065171819191944,0.45906593818314134,1.0273416567040599,0.3655113672649481,0.7782908142846251,0.6304478252797915,0.6856825516225128,0.6697184590555826,1.6893998172131102,1.8549776036381698,0.6076294657109428,0.39686438540124946,2.7995602339651047,0.9897190872160968,3.863842552485769,5.3641169514097795,0.4308752835796804,1.5606223670059887,0.285155238422751
BD,0.08072773005602003,0.05906186248333486,0.16509331179670922,0.776130562212779,0.1850983565566697,0.694053770539518,0.30327104114963616,0.505636735611596,0.2935731622610066,0.1979636976822633,1.0598196780586298,0.18402543193816148,0.534926339228112,0.8026751273086524,0.09579384322594475,0.10125547096327209,0.5274625715630447,0.38101148276653785,0.7474626516422465,0.8972004449396873,0.15043603291764962,0.38300327100450127,0.2254670166566025,0.1523562929451661,0.06781338805873265,0.2991019725779524,0.09619516619872881,0.14256456642523435,0.5351679209368252,0.18494009841017756,0.6317434210184854,2.383232796014693,0.2673974240712299,0.48786817727756937,0.15023341705495466,0.09772087596821956,0.10345495444873287,0.037920000000010896,0.3294829282376932,0.24645640588155757,0.3721437136378381,0.18268844626856753,0.0673763281873203,0.3132403390369721,0.3248364413053231,0.063588649930663,0.25243730627618594,0.10979104517223279,0.2424466217540922,0.0862771696336879,0.18527170965901268,0.14765251640250324,0.1654603747125392,0.16207825764122516,0.40308808764329696,0.44657580364366606,0.14538389319313438,0.09831338464319732,0.6655122511268233,0.23642083749117274,0.9261737148072454,1.2686438895136936,0.10193012312359212,0.3732622193580192,0.06528155635401621
BE,0.29045464981630936,0.2053961012288634,0.6245528035320478,2.905019092811841,0.694053770539518,3.4616106641850606,1.1432217709613026,1.8529173706341886,1.100283160645537,0.7395533113979853,3.9496203311203564,0.685873269926932,2.0014671862411353,3.0094424466997,0.35724196617980886,0.38915004766807343,1.915885774883118,1.4159601450605492,2.7653310773940976,3.3125520331611367,0.5584888091986127,1.4436592257176224,0.8414149035996267,0.5658044552669652,0.25036435449169603,1.0951138344481726,0.3608160523034725,0.5432992983614837,1.9849824466728725,0.6684286002260428,2.346699166403773,8.792379051973942,1.0071408076333903,1.8365515806530939,0.5591451586125453,0.35552637032995005,0.38978132895236167,0.14570212764398616,1.2347145093500944,0.9199423405844583,1.3614474061087207,0.6773992379682989,0.25166799637627074,1.1661514714651329,1.2300597317205817,0.2535667099601882,0.956559360207494,0.4110497152412232,0.8798758437418103,0.32794807149929506,0.6896955615342678,0.559041860328945,0.6153715466285292,0.6018112923500323,1.5046876704484389,1.6514838782135886,0.5402881597813789,0.3585364896352158,2.456418677587761,0.8836600251227849,3.4349261334711514,4.71615333588718,0.38265706631378904,1.3871694200781894,0.2472213380759368
BR,0.13220414365666086,0.08525011671542573,0.27071491721004604,1.276454494449409,0.30327104114963616,1.1432217709613026,0.6725319751505976,0.8328183436980476,0.4749619588978219,0.32314182644776357,1.7362095684564394,0.2968182683057906,0.8731746867608695,1.3186582052979554,0.15340341456424136,0.16651140381372026,0.8768311956130692,0.638683154936776,1.2199364993315107,1.4723420118979358,0.24382880551721356,0.6297316758745232,0.36853244090571013,0.24580921382231752,0.10772207016203517,0.4818148088217072,0.1572863427002427,0.23771082937059942,0.8745583751814204,0.29691649398442665,1.0353527545722703,3.912746568384053,0.4394149546840249,0.7930355008446347,0.24939169513029447,0.1545905094110951,0.17154412959938964,0.06136539415662009,0.5402571147148687,0.40507035191427915,0.6123249434735125,0.29739955548045816,0.11050411757033085,0.5199704222355542,0.5370639585746162,0.10843611022166305,0.41154141273976813,0.18245486455563878,0.40479272276051104,0.14507346414828043,0.2993519874663635,0.24344791311497163,0.2703768266697376,0.25872653052993994,0.6594104712543551,0.721892214669151,0.23739212371095023,0.15727364687064505,1.102222939155473,0.38608941917621165,1.5085551061864726,2.0777895142673866,0.16738909761390994,0.604490958079989,0.10725908073442293
CA,0.21422022220129605,0.15465830077943007,0.4539375283009157,2.130020697645774,0.505636735611596,1.8529173706341886,0.8328183436980476,1.8124209096119905,0.8028463860543745,0.541410350473528,2.863174866542385,0.49405854875697874,1.4563577899678413,2.194602096052256,0.2618645749237852,0.2831992966093523,1.4148119274309507,1.0348187085671183,2.0285646976126643,2.446006639320754,0.4093414496482594,1.0512594486614357,0.6283533499551746,0.4151889011039725,0.18654691099029597,0.8037934062928829,0.26426020812831125,0.3977636986956791,1.458083544382582,0.49298295264649694,1.7199773299666827,6.449029070457085,0.732900204666122,1.333241819776332,0.41013809918110145,0.26016499072713223,0.28089099309174054,0.10383250936004096,0.9015852314673122,0.6720573773124032,0.9952399276555941,0.49834767622595866,0.187996415923358,0.8547779229718188,0.8949098705457538,0.1802781750518719,0.6948651872128266,0.3023060806533126,0.6544136612267305,0.23882210952929236,0.5048643283101939,0.41409171882579027,0.4484801427040591,0.4391137251329293,1.101629901555033,1.2053488782923907,0.39548677803422544,0.25718427245841585,1.801363467599106,0.6419166001904384,2.5138361403241665,3.4434075876084793,0.2856357393603466,1.010987235329613,0.18337835859223672
CH,0.12362378411936177,0.08289821228474106,0.2606889326380882,1.2288587225549839,0.2935731622610066,1.100283160645537,0.4749619588978219,0.8028463860543745,0.6020167439532577,0.3085674195373379,1.6670975735088214,0.2848138697464071,0.8382433954408229,1.2733633548992036,0.1521363388543425,0.1577276018964689,0.8340070944544061,0.605142751753773,1.1720986552337198,1.4163968957885271,0.2375482022663416,0.60787466997715,0.35626199572781087,0.23433370308170845,0.10899673206117455,0.4604530425568427,0.151192749826194,0.22834495921734455,0.8439507281827922,0.2865678104743206,0.9995878350596749,3.762009347728786,0.42003960003777924,0.761515854332723,0.23375609082980267,0.14706838545379067,0.16113993421871117,0.061687985864346095,0.5235810351799561,0.3862890684449957,0.5863101810477714,0.28373765629525544,0.10626528125403545,0.4939420468031468,0.5170140079342478,0.10579157622417767,0.39743939965725983,0.17101517944332112,0.3913000097113382,0.13826596978283387,0.29321035111326194,0.23530069188172106,0.2569416984454418,0.24951700463106763,0.6250631340912833,0.6979888592235127,0.22550678570717672,0.15400442071573214,1.0575676089971502,0.36881437661779565,1.4423134749424087,2.0100177873838923,0.1625510123006852,0.5848301278149799,0.10487611739568582
CL,0.08684607072287875,0.05414200217945107,0.1752571037076078,0.8323969435308514,0.1979636976822633,0.7395533113979853,0.32314182644776357,0.541410350473528,0.3085674195373379,0.2568246592521486,1.1349491475832318,0.19336160425472332,0.5689931848447949,0.8613568598438284,0.09812155726447373,0.1104952560067627,0.5645571021608006,0.4122529631185964,0.7952634783515066,0.9540815151754962,0.16021607285157377,0.407036147780791,0.2381023611809846,0.1630170739523921,0.07382686773799173,0.3080186169696774,0.10468943786265116,0.15353993487035883,0.5644772888260178,0.1934360866023664,0.6750756330961308,2.5153955139501747,0.28642647293845136,0.5147788713613494,0.16401268243653738,0.09811369731086023,0.10962188832528084,0.03921260511620619,0.3503067798372482,0.26157680631129954,0.39611117176886534,0.19132631810592912,0.07067672601362364,0.3362095441832416,0.34304037313415503,0.07053367989829687,0.2703430442973598,0.11345042970397172,0.25869338685017257,0.09126576576130166,0.19471250190981787,0.15796200935671664,0.17505414476671266,0.16743867653554406,0.42430384160414103,0.4723409781079147,0.15246286892230357,0.09842095508578227,0.7151008600190908,0.2523213435283761,0.9700528571166799,1.3485914095825915,0.10826027711037806,0.3883223732932702,0.06911832173887718
CN,0.43657755324800457,0.31134590345782015,0.9360110629687345,4.412060596818484,1.0598196780586298,3.9496203311203564,1.7362095684564394,2.863174866542385,1.6670975735088214,1.1349491475832318,8.493314640680362,1.0317955022195737,3.052598211097993,4.617942295005261,0.5401596619517861,0.5878465020733731,3.009373909369392,2.1830367757780738,4.283692522859146,5.137409934159343,0.8489492564339819,2.188396519006676,1.2869591297314422,0.864227857916882,0.3846569193451859,1.6843116310232706,0.5412514624459555,0.8232320732333424,3.047144076934905,1.0344660611156842,3.614029261585906,13.956976107108591,1.5284109206624346,2.784280158030379,0.8610628388219944,0.5414469739500436,0.5812470731109974,0.21732443488943284,1.8884722964338962,1.3936042019167807,2.1135490319364227,1.0347251615767896,0.38262955243959074,1.8010248637927369,1.8676516124803462,0.3831787697668179,1.4499200507621153,0.6256062096877748,1.4020458189376228,0.4936281835551157,1.062315032558856,0.8555285708845448,0.9416209479402016,0.9131267460759973,2.30236499486939,2.520764963260376,0.8263720128365982,0.5406373586793591,3.8162102654336665,1.3417469375409004,5.267310415610618,7.257013281398763,0.587261751181008,2.11862693044347,0.3841475529011735
CO,0.07619641986340714,0.05469003565552489,0.1603279127288686,0.7655464764470229,0.18402543193816148,0.685873269926932,0.2968182683057906,0.49405854875697874,0.2848138697464071,0.19336160425472332,1.0317955022195737,0.18595330166476154,0.5169449638019437,0.797368470909308,0.09276129365207228,0.10213434094370842,0.5154593877308216,0.3793948676512287,0.7244038185983124,0.8757542120936537,0.14670128015797704,0.3765249266646999,0.22077354823437637,0.1463333181472266,0.061365394156621934,0.28849590361039806,0.09255661186535512,0.14179949788335888,0.5223265476689863,0.17664644462874457,0.6154042625787391,2.3327537375384444,0.2619834124519836,0.4776261261699137,0.14806921489630276,0.09454437899732937,0.09465199416815183,0.03739037309254247,0.3228149432724692,0.23952803510223297,0.36310490164697035,0.17896269555416475,0.0683979853504882,0.3066542280810429,0.3227875530437352,0.06405742423797668,0.24997695813800053,0.11137436688935042,0.23696459735586714,0.08432006641367398,0.17986892560980577,0.14758773797302346,0.15907432225227292,0.158621945518241,0.3948446778163804,0.43482654886742167,0.13955305657711925,0.09640285265489323,0.6501067432352292,0.22991434144043363,0.9014832213637056,1.242961045246374,0.10308838731887353,0.3621274908095914,0.0661864034375941
CZ,0.2197248279098339,0.1571620501266243,0.4725686726816905,2.2523478167455497,0.534926339228112,2.0014671862411353,0.8731746867608695,1.4563577899678413,0.8382433954408229,0.5689931848447949,3.052598211097993,0.5169449638019437,2.1071106662917005,2.3201108745918173,0.2774028399277644,0.29463362944507965,1.526513575308123,1.112486198745737,2.129485367313857,2.5891577317727412,0.42555897358646205,1.105237487420866,0.6493616677938631,0.4305411738730562,0.18936852959235526,0.8385148296839673,0.268443188775507,0.41522253069903287,1.5389952346902607,0.5211873766696784,1.8119754716881356,6.843712377796157,0.773120512210176,1.3952527213375783,0.4325058963759997,0.27192272358157216,0.291870502106717,0.10915381990563801,0.9491032533925291,0.7013113191728942,1.0684074121792027,0.5230898339671315,0.19308475962635832,0.9018327782910964,0.9403417402200116,0.18921114554910687,0.7356324731823582,0.31335602180260075,0.7011465764019168,0.24438860775403487,0.5366386937222712,0.43330534453215386,0.4732564361949545,0.4565067250325181,1.14804464791276,1.2687307722288712,0.4126253196303727,0.27154915282492353,1.9234384211613262,0.6770627666617538,2.636089405995384,3.6402273157591454,0.28982664887825316,1.0718570919672075,0.1916605071473024
