,from_person,to_person,timestamp,connection_id,forward
3961,A00777,A04083,2024-08-26 15:36:10.944,A00777_A04083,False
3962,A00114,A01451,2024-08-26 15:36:15.068,A00114_A01451,True
3963,A01451,A00114,2024-08-26 15:36:15.068,A01451_A00114,False
3964,A03306,A01412,2024-08-26 15:36:23.756,A03306_A01412,True
3965,A01412,A03306,2024-08-26 15:36:23.756,A01412_A03306,False
3966,A01124,A04083,2024-08-26 15:36:27.172,A01124_A04083,True
3967,A04083,A01124,2024-08-26 15:36:27.172,A04083_A01124,False
3968,A02890,A00878,2024-08-26 15:37:16.105,A02890_A00878,True
3969,A00878,A02890,2024-08-26 15:37:16.105,A00878_A02890,False
3970,A03816,A03660,2024-08-26 15:39:33.733,A03816_A03660,True
3971,A03660,A03816,2024-08-26 15:39:33.733,A03660_A03816,False
3972,A02812,A03787,2024-08-26 15:39:58.268,A02812_A03787,True
3973,A03787,A02812,2024-08-26 15:39:58.268,A03787_A02812,False
3974,A00909,A03162,2024-08-26 15:40:16.176,A00909_A03162,True
3975,A03162,A00909,2024-08-26 15:40:16.176,A03162_A00909,False
3976,A02206,A03267,2024-08-26 15:40:19.119,A02206_A03267,True
3977,A03267,A02206,2024-08-26 15:40:19.119,A03267_A02206,False
3978,A01556,A03988,2024-08-26 15:40:21.917,A01556_A03988,True
3979,A03988,A01556,2024-08-26 15:40:21.917,A03988_A01556,False
3980,A00631,A03988,2024-08-26 15:40:23.140,A00631_A03988,True
3981,A03988,A00631,2024-08-26 15:40:23.140,A03988_A00631,False
3982,A00554,A03988,2024-08-26 15:40:27.297,A00554_A03988,True
3983,A03988,A00554,2024-08-26 15:40:27.297,A03988_A00554,False
3984,A03315,A00585,2024-08-26 15:40:33.988,A03315_A00585,True
3985,A00585,A03315,2024-08-26 15:40:33.988,A00585_A03315,False
3986,A01551,A00392,2024-08-26 21:44:19.584,A01551_A00392,True
3987,A00392,A01551,2024-08-26 21:44:19.584,A00392_A01551,False
3988,A01551,A00722,2024-08-26 21:44:33.294,A01551_A00722,True
3989,A00722,A01551,2024-08-26 21:44:33.294,A00722_A01551,False
3990,A02330,A00032,2024-08-26 21:46:01.209,A02330_A00032,True
3991,A00032,A02330,2024-08-26 21:46:01.209,A00032_A02330,False
3992,A02954,A02072,2024-08-26 21:55:30.846,A02954_A02072,True
3993,A02072,A02954,2024-08-26 21:55:30.846,A02072_A02954,False
3994,A00858,A02084,2024-08-26 21:58:09.544,A00858_A02084,True
3995,A02084,A00858,2024-08-26 21:58:09.544,A02084_A00858,False
3996,A00361,A02352,2024-08-26 21:59:25.215,A00361_A02352,True
3997,A02352,A00361,2024-08-26 21:59:25.215,A02352_A00361,False
3998,A01359,A02352,2024-08-26 21:59:33.667,A01359_A02352,True
3999,A02352,A01359,2024-08-26 21:59:33.667,A02352_A01359,False
4000,A00361,A01359,2024-08-26 21:59:53.770,A00361_A01359,True
4001,A01359,A00361,2024-08-26 21:59:53.770,A01359_A00361,False
4002,A04083,A01087,2024-08-26 21:59:57.018,A04083_A01087,True
4003,A01087,A04083,2024-08-26 21:59:57.018,A01087_A04083,False
4004,A01359,A00206,2024-08-26 22:00:05.434,A01359_A00206,True
4005,A00206,A01359,2024-08-26 22:00:05.434,A00206_A01359,False
4006,A02352,A00858,2024-08-26 22:00:10.079,A02352_A00858,True
4007,A00858,A02352,2024-08-26 22:00:10.079,A00858_A02352,False
4008,A01359,A00858,2024-08-26 22:00:15.773,A01359_A00858,True
4009,A00858,A01359,2024-08-26 22:00:15.773,A00858_A01359,False
4010,A00361,A00858,2024-08-26 22:00:17.363,A00361_A00858,True
4011,A00858,A00361,2024-08-26 22:00:17.363,A00858_A00361,False
4012,A00206,A00858,2024-08-26 22:00:24.002,A00206_A00858,True
4013,A00858,A00206,2024-08-26 22:00:24.002,A00858_A00206,False
4014,A00361,A00206,2024-08-26 22:00:37.464,A00361_A00206,True
4015,A00206,A00361,2024-08-26 22:00:37.464,A00206_A00361,False
4016,A02352,A00202,2024-08-26 22:01:53.875,A02352_A00202,True
4017,A00202,A02352,2024-08-26 22:01:53.875,A00202_A02352,False
4018,A00206,A00202,2024-08-26 22:01:57.510,A00206_A00202,True
4019,A00202,A00206,2024-08-26 22:01:57.510,A00202_A00206,False
4020,A00361,A00202,2024-08-26 22:02:01.042,A00361_A00202,True
4021,A00202,A00361,2024-08-26 22:02:01.042,A00202_A00361,False
4022,A01359,A00202,2024-08-26 22:02:08.242,A01359_A00202,True
4023,A00202,A01359,2024-08-26 22:02:08.242,A00202_A01359,False
4024,A01359,A02296,2024-08-26 22:02:26.077,A01359_A02296,True
4025,A02296,A01359,2024-08-26 22:02:26.077,A02296_A01359,False
4026,A02352,A02296,2024-08-26 22:02:28.402,A02352_A02296,True
4027,A02296,A02352,2024-08-26 22:02:28.402,A02296_A02352,False
4028,A00206,A02296,2024-08-26 22:02:31.939,A00206_A02296,True
4029,A02296,A00206,2024-08-26 22:02:31.939,A02296_A00206,False
4030,A00361,A02296,2024-08-26 22:02:32.360,A00361_A02296,True
4031,A02296,A00361,2024-08-26 22:02:32.360,A02296_A00361,False
4032,A01722,A00522,2024-08-26 22:04:57.124,A01722_A00522,True
4033,A00522,A01722,2024-08-26 22:04:57.124,A00522_A01722,False
4034,A00858,A00522,2024-08-26 22:05:04.718,A00858_A00522,True
4035,A00522,A00858,2024-08-26 22:05:04.718,A00522_A00858,False
4036,A02084,A01098,2024-08-26 22:06:10.230,A02084_A01098,True
4037,A01098,A02084,2024-08-26 22:06:10.230,A01098_A02084,False
4038,A00522,A00523,2024-08-26 22:06:23.957,A00522_A00523,True
4039,A00523,A00522,2024-08-26 22:06:23.957,A00523_A00522,False
4040,A02084,A00523,2024-08-26 22:06:42.611,A02084_A00523,True
4041,A00523,A02084,2024-08-26 22:06:42.611,A00523_A02084,False
4042,A00301,A01159,2024-08-26 22:13:39.836,A00301_A01159,True
4043,A01159,A00301,2024-08-26 22:13:39.836,A01159_A00301,False
4044,A02352,A00455,2024-08-26 22:25:21.243,A02352_A00455,True
4045,A00455,A02352,2024-08-26 22:25:21.243,A00455_A02352,False
4046,A01359,A00455,2024-08-26 22:25:34.888,A01359_A00455,True
4047,A00455,A01359,2024-08-26 22:25:34.888,A00455_A01359,False
4048,A00206,A00455,2024-08-26 22:25:40.044,A00206_A00455,True
4049,A00455,A00206,2024-08-26 22:25:40.044,A00455_A00206,False
4050,A00301,A00207,2024-08-26 22:27:57.620,A00301_A00207,True
4051,A00207,A00301,2024-08-26 22:27:57.620,A00207_A00301,False
4052,A02084,A00522,2024-08-26 22:30:27.002,A02084_A00522,True
4053,A00522,A02084,2024-08-26 22:30:27.002,A00522_A02084,False
4054,A00866,A02297,2024-08-26 22:39:28.391,A00866_A02297,True
4055,A02297,A00866,2024-08-26 22:39:28.391,A02297_A00866,False
4056,A03182,A00302,2024-08-27 09:06:35.314,A03182_A00302,True
4057,A00302,A03182,2024-08-27 09:06:35.314,A00302_A03182,False
4058,A00114,A02261,2024-08-27 09:11:28.919,A00114_A02261,True
4059,A02261,A00114,2024-08-27 09:11:28.919,A02261_A00114,False
4060,A00631,A02993,2024-08-27 09:13:10.015,A00631_A02993,True
4061,A02993,A00631,2024-08-27 09:13:10.015,A02993_A00631,False
4062,A00631,A03000,2024-08-27 09:13:41.114,A00631_A03000,True
4063,A03000,A00631,2024-08-27 09:13:41.114,A03000_A00631,False
4064,A00669,A00602,2024-08-27 09:25:11.485,A00669_A00602,True
4065,A00602,A00669,2024-08-27 09:25:11.485,A00602_A00669,False
4066,A02892,A00678,2024-08-27 09:26:46.182,A02892_A00678,True
4067,A00678,A02892,2024-08-27 09:26:46.182,A00678_A02892,False
4068,A02891,A00678,2024-08-27 09:26:49.774,A02891_A00678,True
4069,A00678,A02891,2024-08-27 09:26:49.774,A00678_A02891,False
4070,A02815,A00019,2024-08-27 09:26:50.815,A02815_A00019,True
4071,A00019,A02815,2024-08-27 09:26:50.815,A00019_A02815,False
4072,A02895,A00678,2024-08-27 09:27:01.790,A02895_A00678,True
4073,A00678,A02895,2024-08-27 09:27:01.790,A00678_A02895,False
4074,A01313,A00770,2024-08-27 09:30:54.244,A01313_A00770,True
4075,A00770,A01313,2024-08-27 09:30:54.244,A00770_A01313,False
4076,A02352,A00288,2024-08-27 09:31:40.779,A02352_A00288,True
4077,A00288,A02352,2024-08-27 09:31:40.779,A00288_A02352,False
4078,A02247,A01359,2024-08-27 09:32:49.526,A02247_A01359,True
4079,A01359,A02247,2024-08-27 09:32:49.526,A01359_A02247,False
4080,A01341,A00878,2024-08-26 15:36:33.368,A01341_A00878,True
4081,A00878,A01341,2024-08-26 15:36:33.368,A00878_A01341,False
4082,A01124,A01451,2024-08-26 15:36:38.496,A01124_A01451,True
4083,A01451,A01124,2024-08-26 15:36:38.496,A01451_A01124,False
4084,A00208,A00709,2024-08-26 15:36:46.104,A00208_A00709,True
4085,A00709,A00208,2024-08-26 15:36:46.104,A00709_A00208,False
4086,A00261,A00209,2024-08-26 15:37:06.511,A00261_A00209,True
4087,A00209,A00261,2024-08-26 15:37:06.511,A00209_A00261,False
4088,A01713,A00300,2024-08-26 15:37:16.156,A01713_A00300,True
4089,A00300,A01713,2024-08-26 15:37:16.156,A00300_A01713,False
4090,A01124,A01676,2024-08-26 15:37:30.505,A01124_A01676,True
4091,A01676,A01124,2024-08-26 15:37:30.505,A01676_A01124,False
4092,A01124,A00288,2024-08-26 15:37:38.744,A01124_A00288,True
4093,A00288,A01124,2024-08-26 15:37:38.744,A00288_A01124,False
4094,A00909,A01634,2024-08-26 15:37:47.945,A00909_A01634,True
4095,A01634,A00909,2024-08-26 15:37:47.945,A01634_A00909,False
4096,A01387,A00255,2024-08-26 15:40:46.168,A01387_A00255,True
4097,A00255,A01387,2024-08-26 15:40:46.168,A00255_A01387,False
4098,A02512,A00867,2024-08-26 15:41:07.400,A02512_A00867,True
4099,A00867,A02512,2024-08-26 15:41:07.400,A00867_A02512,False
4100,A00905,A00512,2024-08-26 15:41:46.017,A00905_A00512,True
4101,A00512,A00905,2024-08-26 15:41:46.017,A00512_A00905,False
4102,A00278,A03082,2024-08-26 15:42:32.620,A00278_A03082,True
4103,A03082,A00278,2024-08-26 15:42:32.620,A03082_A00278,False
4104,A00236,A00585,2024-08-26 15:43:13.661,A00236_A00585,True
4105,A00585,A00236,2024-08-26 15:43:13.661,A00585_A00236,False
4106,A00665,A00419,2024-08-26 15:43:20.857,A00665_A00419,True
4107,A00419,A00665,2024-08-26 15:43:20.857,A00419_A00665,False
4108,A02330,A00603,2024-08-26 15:43:30.520,A02330_A00603,True
4109,A00603,A02330,2024-08-26 15:43:30.520,A00603_A02330,False
4110,A00217,A00218,2024-08-26 15:43:33.188,A00217_A00218,True
4111,A00218,A00217,2024-08-26 15:43:33.188,A00218_A00217,False
4112,A00060,A00603,2024-08-26 15:43:41.724,A00060_A00603,True
4113,A00603,A00060,2024-08-26 15:43:41.724,A00603_A00060,False
4114,A00909,A00547,2024-08-26 15:43:43.608,A00909_A00547,True
4115,A00547,A00909,2024-08-26 15:43:43.608,A00547_A00909,False
4116,A01871,A00567,2024-08-26 15:43:48.657,A01871_A00567,True
4117,A00567,A01871,2024-08-26 15:43:48.657,A00567_A01871,False
4118,A00909,A03013,2024-08-26 15:43:53.784,A00909_A03013,True
4119,A03013,A00909,2024-08-26 15:43:53.784,A03013_A00909,False
4120,A00665,A00893,2024-08-26 15:44:04.732,A00665_A00893,True
4121,A00893,A00665,2024-08-26 15:44:04.732,A00893_A00665,False
4122,A00114,A00098,2024-08-26 15:44:39.088,A00114_A00098,True
4123,A00098,A00114,2024-08-26 15:44:39.088,A00098_A00114,False
4124,A01451,A01676,2024-08-26 15:45:15.114,A01451_A01676,True
4125,A01676,A01451,2024-08-26 15:45:15.114,A01676_A01451,False
4126,A02330,A00756,2024-08-26 15:45:24.177,A02330_A00756,True
4127,A00756,A02330,2024-08-26 15:45:24.177,A00756_A02330,False
4128,A02496,A01676,2024-08-26 15:45:27.976,A02496_A01676,True
4129,A01676,A02496,2024-08-26 15:45:27.976,A01676_A02496,False
4130,A00060,A00756,2024-08-26 15:45:34.060,A00060_A00756,True
4131,A00756,A00060,2024-08-26 15:45:34.060,A00756_A00060,False
4132,A04018,A03818,2024-08-26 15:45:35.952,A04018_A03818,True
4133,A03818,A04018,2024-08-26 15:45:35.952,A03818_A04018,False
4134,A02877,A03378,2024-08-26 15:45:46.809,A02877_A03378,True
4135,A03378,A02877,2024-08-26 15:45:46.809,A03378_A02877,False
4136,A03548,A01286,2024-08-26 15:45:51.556,A03548_A01286,True
4137,A01286,A03548,2024-08-26 15:45:51.556,A01286_A03548,False
4138,A03756,A01251,2024-08-26 15:45:54.036,A03756_A01251,True
4139,A01251,A03756,2024-08-26 15:45:54.036,A01251_A03756,False
4140,A01614,A02026,2024-08-26 15:46:14.564,A01614_A02026,True
4141,A02026,A01614,2024-08-26 15:46:14.564,A02026_A01614,False
4142,A00909,A02667,2024-08-26 15:46:34.632,A00909_A02667,True
4143,A02667,A00909,2024-08-26 15:46:34.632,A02667_A00909,False
4144,A02393,A01693,2024-08-26 15:46:42.740,A02393_A01693,True
4145,A01693,A02393,2024-08-26 15:46:42.740,A01693_A02393,False
4146,A00508,A01369,2024-08-26 15:46:55.078,A00508_A01369,True
4147,A01369,A00508,2024-08-26 15:46:55.078,A01369_A00508,False
4148,A00508,A01222,2024-08-26 15:47:28.909,A00508_A01222,True
4149,A01222,A00508,2024-08-26 15:47:28.909,A01222_A00508,False
4150,A00508,A01231,2024-08-26 15:47:50.760,A00508_A01231,True
4151,A01231,A00508,2024-08-26 15:47:50.760,A01231_A00508,False
4152,A02963,A02840,2024-08-26 15:47:56.468,A02963_A02840,True
4153,A02840,A02963,2024-08-26 15:47:56.468,A02840_A02963,False
4154,A02963,A01760,2024-08-26 15:48:08.284,A02963_A01760,True
4155,A01760,A02963,2024-08-26 15:48:08.284,A01760_A02963,False
4156,A01577,A00349,2024-08-26 15:48:50.560,A01577_A00349,True
4157,A00349,A01577,2024-08-26 15:48:50.560,A00349_A01577,False
4158,A03005,A03106,2024-08-26 15:49:08.404,A03005_A03106,True
4159,A03106,A03005,2024-08-26 15:49:08.404,A03106_A03005,False
4160,A00114,A03916,2024-08-26 15:50:45.631,A00114_A03916,True
4161,A03916,A00114,2024-08-26 15:50:45.631,A03916_A00114,False
4162,A00777,A03916,2024-08-26 15:50:51.601,A00777_A03916,True
4163,A03916,A00777,2024-08-26 15:50:51.601,A03916_A00777,False
4164,A02393,A03800,2024-08-26 15:50:56.772,A02393_A03800,True
4165,A03800,A02393,2024-08-26 15:50:56.772,A03800_A02393,False
4166,A00474,A04008,2024-08-26 15:51:39.542,A00474_A04008,True
4167,A04008,A00474,2024-08-26 15:51:39.542,A04008_A00474,False
4168,A00567,A01641,2024-08-26 15:52:34.916,A00567_A01641,True
4169,A01641,A00567,2024-08-26 15:52:34.916,A01641_A00567,False
4170,A00624,A00819,2024-08-26 15:52:36.336,A00624_A00819,True
4171,A00819,A00624,2024-08-26 15:52:36.336,A00819_A00624,False
4172,A01960,A01852,2024-08-26 15:52:56.776,A01960_A01852,True
4173,A01852,A01960,2024-08-26 15:52:56.776,A01852_A01960,False
4174,A01641,A01871,2024-08-26 15:53:19.399,A01641_A01871,True
4175,A01871,A01641,2024-08-26 15:53:19.399,A01871_A01641,False
4176,A02812,A03709,2024-08-26 15:53:24.907,A02812_A03709,True
4177,A03709,A02812,2024-08-26 15:53:24.907,A03709_A02812,False
4178,A03869,A02134,2024-08-26 15:53:48.200,A03869_A02134,True
4179,A02134,A03869,2024-08-26 15:53:48.200,A02134_A03869,False
4180,A03459,A01056,2024-08-26 15:54:05.650,A03459_A01056,True
4181,A01056,A03459,2024-08-26 15:54:05.650,A01056_A03459,False
4182,A04018,A01251,2024-08-26 15:54:24.057,A04018_A01251,True
4183,A01251,A04018,2024-08-26 15:54:24.057,A01251_A04018,False
4184,A01960,A01994,2024-08-26 15:56:49.708,A01960_A01994,True
4185,A01994,A01960,2024-08-26 15:56:49.708,A01994_A01960,False
4186,A02330,A00821,2024-08-26 15:57:25.248,A02330_A00821,True
4187,A00821,A02330,2024-08-26 15:57:25.248,A00821_A02330,False
4188,A02327,A01505,2024-08-26 15:58:15.455,A02327_A01505,True
4189,A01505,A02327,2024-08-26 15:58:15.455,A01505_A02327,False
4190,A02427,A01560,2024-08-26 15:58:50.078,A02427_A01560,True
4191,A01560,A02427,2024-08-26 15:58:50.078,A01560_A02427,False
4192,A00278,A00966,2024-08-26 15:59:09.852,A00278_A00966,True
4193,A00966,A00278,2024-08-26 15:59:09.852,A00966_A00278,False
4194,A02427,A01795,2024-08-26 15:59:16.389,A02427_A01795,True
4195,A01795,A02427,2024-08-26 15:59:16.389,A01795_A02427,False
4196,A00278,A00978,2024-08-26 15:59:48.144,A00278_A00978,True
4197,A00978,A00278,2024-08-26 15:59:48.144,A00978_A00278,False
4198,A01938,A01560,2024-08-26 15:59:59.623,A01938_A01560,True
4199,A01560,A01938,2024-08-26 15:59:59.623,A01560_A01938,False
4200,A00546,A00554,2024-08-26 16:00:01.295,A00546_A00554,True
4201,A00554,A00546,2024-08-26 16:00:01.295,A00554_A00546,False
4202,A03829,A00409,2024-08-26 16:00:08.583,A03829_A00409,True
4203,A00409,A03829,2024-08-26 16:00:08.583,A00409_A03829,False
4204,A00624,A01976,2024-08-26 16:01:04.957,A00624_A01976,True
4205,A01976,A00624,2024-08-26 16:01:04.957,A01976_A00624,False
4206,A01938,A01795,2024-08-26 16:01:09.513,A01938_A01795,True
4207,A01795,A01938,2024-08-26 16:01:09.513,A01795_A01938,False
4208,A00814,A02682,2024-08-26 16:01:23.039,A00814_A02682,True
4209,A02682,A00814,2024-08-26 16:01:23.039,A02682_A00814,False
4210,A03162,A00032,2024-08-26 16:01:26.892,A03162_A00032,True
4211,A00032,A03162,2024-08-26 16:01:26.892,A00032_A03162,False
4212,A03589,A01956,2024-08-26 16:08:11.884,A03589_A01956,True
4213,A01956,A03589,2024-08-26 16:08:11.884,A01956_A03589,False
4214,A01226,A01956,2024-08-26 16:08:14.767,A01226_A01956,True
4215,A01956,A01226,2024-08-26 16:08:14.767,A01956_A01226,False
4216,A01303,A01956,2024-08-26 16:08:22.260,A01303_A01956,True
4217,A01956,A01303,2024-08-26 16:08:22.260,A01956_A01303,False
4218,A00618,A01956,2024-08-26 16:08:25.139,A00618_A01956,True
4219,A01956,A00618,2024-08-26 16:08:25.139,A01956_A00618,False
4220,A01259,A01956,2024-08-26 16:08:28.680,A01259_A01956,True
4221,A01956,A01259,2024-08-26 16:08:28.680,A01956_A01259,False
4222,A01511,A01956,2024-08-26 16:08:33.828,A01511_A01956,True
4223,A01956,A01511,2024-08-26 16:08:33.828,A01956_A01511,False
4224,A00630,A03548,2024-08-26 16:08:42.932,A00630_A03548,True
4225,A03548,A00630,2024-08-26 16:08:42.932,A03548_A00630,False
4226,A00566,A00143,2024-08-26 16:08:54.007,A00566_A00143,True
4227,A00143,A00566,2024-08-26 16:08:54.007,A00143_A00566,False
4228,A00057,A03683,2024-08-26 16:09:12.301,A00057_A03683,True
4229,A03683,A00057,2024-08-26 16:09:12.301,A03683_A00057,False
4230,A01871,A01929,2024-08-26 16:09:18.016,A01871_A01929,True
4231,A01929,A01871,2024-08-26 16:09:18.016,A01929_A01871,False
4232,A01641,A01929,2024-08-26 16:09:29.508,A01641_A01929,True
4233,A01929,A01641,2024-08-26 16:09:29.508,A01929_A01641,False
4234,A00016,A00046,2024-08-26 16:09:46.339,A00016_A00046,True
4235,A00046,A00016,2024-08-26 16:09:46.339,A00046_A00016,False
4236,A04012,A00046,2024-08-26 16:09:58.228,A04012_A00046,True
4237,A00046,A04012,2024-08-26 16:09:58.228,A00046_A04012,False
4238,A00474,A00209,2024-08-26 16:10:07.600,A00474_A00209,True
4239,A00209,A00474,2024-08-26 16:10:07.600,A00209_A00474,False
4240,A04012,A00016,2024-08-26 16:10:08.708,A04012_A00016,True
4241,A00016,A04012,2024-08-26 16:10:08.708,A00016_A04012,False
4242,A01382,A00636,2024-08-26 16:10:18.076,A01382_A00636,True
4243,A00636,A01382,2024-08-26 16:10:18.076,A00636_A01382,False
4244,A01871,A03679,2024-08-26 16:10:44.101,A01871_A03679,True
4245,A03679,A01871,2024-08-26 16:10:44.101,A03679_A01871,False
4246,A00709,A00665,2024-08-26 16:10:49.984,A00709_A00665,True
4247,A00665,A00709,2024-08-26 16:10:49.984,A00665_A00709,False
4248,A02552,A01113,2024-08-26 16:10:55.256,A02552_A01113,True
4249,A01113,A02552,2024-08-26 16:10:55.256,A01113_A02552,False
4250,A03950,A02332,2024-08-26 16:10:57.696,A03950_A02332,True
4251,A02332,A03950,2024-08-26 16:10:57.696,A02332_A03950,False
4252,A03950,A03234,2024-08-26 16:11:01.928,A03950_A03234,True
4253,A03234,A03950,2024-08-26 16:11:01.928,A03234_A03950,False
4254,A02552,A01570,2024-08-26 16:11:08.765,A02552_A01570,True
4255,A01570,A02552,2024-08-26 16:11:08.765,A01570_A02552,False
4256,A00836,A00024,2024-08-26 16:11:43.296,A00836_A00024,True
4257,A00024,A00836,2024-08-26 16:11:43.296,A00024_A00836,False
4258,A03958,A02018,2024-08-26 16:12:16.065,A03958_A02018,True
4259,A02018,A03958,2024-08-26 16:12:16.065,A02018_A03958,False
4260,A01960,A02018,2024-08-26 16:12:37.348,A01960_A02018,True
4261,A02018,A01960,2024-08-26 16:12:37.348,A02018_A01960,False
4262,A01287,A00879,2024-08-26 16:12:53.976,A01287_A00879,True
4263,A00879,A01287,2024-08-26 16:12:53.976,A00879_A01287,False
4264,A00114,A00561,2024-08-26 16:14:23.349,A00114_A00561,True
4265,A00561,A00114,2024-08-26 16:14:23.349,A00561_A00114,False
4266,A00108,A02577,2024-08-26 16:14:47.954,A00108_A02577,True
4267,A02577,A00108,2024-08-26 16:14:47.954,A02577_A00108,False
4268,A01287,A00742,2024-08-26 16:15:30.498,A01287_A00742,True
4269,A00742,A01287,2024-08-26 16:15:30.498,A00742_A01287,False
4270,A03479,A03261,2024-08-26 16:15:36.277,A03479_A03261,True
4271,A03261,A03479,2024-08-26 16:15:36.277,A03261_A03479,False
4272,A02427,A01938,2024-08-26 16:15:48.314,A02427_A01938,True
4273,A01938,A02427,2024-08-26 16:15:48.314,A01938_A02427,False
4274,A02838,A00665,2024-08-26 16:16:20.621,A02838_A00665,True
4275,A00665,A02838,2024-08-26 16:16:20.621,A00665_A02838,False
4276,A03766,A00065,2024-08-26 16:16:58.348,A03766_A00065,True
4277,A00065,A03766,2024-08-26 16:16:58.348,A00065_A03766,False
4278,A00065,A03521,2024-08-26 16:18:36.481,A00065_A03521,True
4279,A03521,A00065,2024-08-26 16:18:36.481,A03521_A00065,False
4280,A03766,A00921,2024-08-26 16:18:42.820,A03766_A00921,True
4281,A00921,A03766,2024-08-26 16:18:42.820,A00921_A03766,False
4282,A00921,A03521,2024-08-26 16:18:56.514,A00921_A03521,True
4283,A03521,A00921,2024-08-26 16:18:56.514,A03521_A00921,False
4284,A01983,A03104,2024-08-26 16:19:43.525,A01983_A03104,True
4285,A03104,A01983,2024-08-26 16:19:43.525,A03104_A01983,False
4286,A00060,A00821,2024-08-26 16:19:47.312,A00060_A00821,True
4287,A00821,A00060,2024-08-26 16:19:47.312,A00821_A00060,False
4288,A00279,A01174,2024-08-26 16:20:08.686,A00279_A01174,True
4289,A01174,A00279,2024-08-26 16:20:08.686,A01174_A00279,False
4290,A03267,A01820,2024-08-26 16:22:11.877,A03267_A01820,True
4291,A01820,A03267,2024-08-26 16:22:11.877,A01820_A03267,False
4292,A01292,A02460,2024-08-26 16:23:15.894,A01292_A02460,True
4293,A02460,A01292,2024-08-26 16:23:15.894,A02460_A01292,False
4294,A01134,A01419,2024-08-26 16:23:33.592,A01134_A01419,True
4295,A01419,A01134,2024-08-26 16:23:33.592,A01419_A01134,False
4296,A00630,A01419,2024-08-26 16:23:35.651,A00630_A01419,True
4297,A01419,A00630,2024-08-26 16:23:35.651,A01419_A00630,False
4298,A01124,A03763,2024-08-26 16:23:48.278,A01124_A03763,True
4299,A03763,A01124,2024-08-26 16:23:48.278,A03763_A01124,False
4300,A03766,A00016,2024-08-26 16:23:50.623,A03766_A00016,True
4301,A00016,A03766,2024-08-26 16:23:50.623,A00016_A03766,False
4302,A04018,A03763,2024-08-26 16:23:57.861,A04018_A03763,True
4303,A03763,A04018,2024-08-26 16:23:57.861,A03763_A04018,False
4304,A01177,A03762,2024-08-26 16:26:04.751,A01177_A03762,True
4305,A03762,A01177,2024-08-26 16:26:04.751,A03762_A01177,False
4306,A00046,A03691,2024-08-26 16:26:05.504,A00046_A03691,True
4307,A03691,A00046,2024-08-26 16:26:05.504,A03691_A00046,False
4308,A00046,A00561,2024-08-26 16:26:23.981,A00046_A00561,True
4309,A00561,A00046,2024-08-26 16:26:23.981,A00561_A00046,False
4310,A03672,A01177,2024-08-26 16:26:30.771,A03672_A01177,True
4311,A01177,A03672,2024-08-26 16:26:30.771,A01177_A03672,False
4312,A00023,A00742,2024-08-26 16:26:43.685,A00023_A00742,True
4313,A00742,A00023,2024-08-26 16:26:43.685,A00742_A00023,False
4314,A02838,A02144,2024-08-26 16:26:55.069,A02838_A02144,True
4315,A02144,A02838,2024-08-26 16:26:55.069,A02144_A02838,False
4316,A00624,A02922,2024-08-26 16:26:56.925,A00624_A02922,True
4317,A02922,A00624,2024-08-26 16:26:56.925,A02922_A00624,False
4318,A02812,A01723,2024-08-26 16:27:48.784,A02812_A01723,True
4319,A01723,A02812,2024-08-26 16:27:48.784,A01723_A02812,False
4320,A02892,A03762,2024-08-26 16:03:09.057,A02892_A03762,True
4321,A03762,A02892,2024-08-26 16:03:09.057,A03762_A02892,False
4322,A02557,A02530,2024-08-26 16:03:17.237,A02557_A02530,True
4323,A02530,A02557,2024-08-26 16:03:17.237,A02530_A02557,False
4324,A02557,A03065,2024-08-26 16:03:29.281,A02557_A03065,True
4325,A03065,A02557,2024-08-26 16:03:29.281,A03065_A02557,False
4326,A00060,A02368,2024-08-26 16:03:32.112,A00060_A02368,True
4327,A02368,A00060,2024-08-26 16:03:32.112,A02368_A00060,False
4328,A01871,A00508,2024-08-26 16:03:33.556,A01871_A00508,True
4329,A00508,A01871,2024-08-26 16:03:33.556,A00508_A01871,False
4330,A02557,A01130,2024-08-26 16:03:34.811,A02557_A01130,True
4331,A01130,A02557,2024-08-26 16:03:34.811,A01130_A02557,False
4332,A02530,A02330,2024-08-26 16:03:41.900,A02530_A02330,True
4333,A02330,A02530,2024-08-26 16:03:41.900,A02330_A02530,False
4334,A02557,A02330,2024-08-26 16:03:49.924,A02557_A02330,True
4335,A02330,A02557,2024-08-26 16:03:49.924,A02330_A02557,False
4336,A01641,A00508,2024-08-26 16:03:57.655,A01641_A00508,True
4337,A00508,A01641,2024-08-26 16:03:57.655,A00508_A01641,False
4338,A01130,A02330,2024-08-26 16:04:15.525,A01130_A02330,True
4339,A02330,A01130,2024-08-26 16:04:15.525,A02330_A01130,False
4340,A03065,A02330,2024-08-26 16:04:53.000,A03065_A02330,True
4341,A02330,A03065,2024-08-26 16:04:53.000,A02330_A03065,False
4342,A03065,A01130,2024-08-26 16:05:16.240,A03065_A01130,True
4343,A01130,A03065,2024-08-26 16:05:16.240,A01130_A03065,False
4344,A03065,A02530,2024-08-26 16:05:35.715,A03065_A02530,True
4345,A02530,A03065,2024-08-26 16:05:35.715,A02530_A03065,False
4346,A02812,A03336,2024-08-26 16:05:47.176,A02812_A03336,True
4347,A03336,A02812,2024-08-26 16:05:47.176,A03336_A02812,False
4348,A00878,A02949,2024-08-26 16:05:48.176,A00878_A02949,True
